LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT PAYMENT NEXT MONTH,SEX_1,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,MARRIAGE_4
10000.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4050.0,5426.0,6743.0,8544.0,9858.0,1303.0,2000.0,2000.0,2000.0,2000.0,1000.0,0.0,0,1,0,0,0,1,0,0,1,0,0
160000.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,147977.0,149890.0,124283.0,123733.0,123275.0,122624.0,6000.0,4370.0,4400.0,4470.0,4420.0,6350.0,0,0,1,0,0,0,0,0,1,0,0
200000.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1126.0,390.0,390.0,390.0,540.0,770.0,390.0,390.0,390.0,540.0,770.0,13993.0,0,0,1,0,1,0,0,0,1,0,0
50000.0,25.0,0.0,0.0,2.0,2.0,-1.0,-1.0,47077.0,48872.0,16012.0,14228.0,19546.0,19473.0,2800.0,0.0,1644.0,63965.0,705.0,798.0,0,1,0,0,1,0,0,0,1,0,0
370000.0,34.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,13854.0,3366.0,2671.0,13780.0,20652.0,10876.0,3382.0,2684.0,13795.0,10103.0,11020.0,10684.0,0,1,0,0,1,0,0,1,0,0,0
150000.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,146277.0,127679.0,73323.0,74783.0,76360.0,77868.0,3952.0,2614.0,2631.0,2735.0,2740.0,2720.0,0,1,0,0,0,1,0,1,0,0,0
50000.0,25.0,0.0,0.0,0.0,2.0,2.0,2.0,26509.0,27521.0,30001.0,29187.0,31064.0,30487.0,1757.0,3237.0,0.0,2300.0,0.0,1100.0,0,0,1,0,1,0,0,0,1,0,0
200000.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,69412.0,69878.0,64222.0,50518.0,44892.0,76088.0,4012.0,2008.0,3008.0,9056.0,36100.0,22500.0,0,0,1,0,1,0,0,0,1,0,0
130000.0,40.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,989.0,989.0,989.0,989.0,990.0,702.0,991.0,991.0,991.0,992.0,703.0,992.0,0,0,1,1,0,0,0,1,0,0,0
250000.0,35.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,4807.0,10446.0,17904.0,99464.0,86180.0,36038.0,10446.0,17911.0,99738.0,4055.0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0
90000.0,44.0,1.0,2.0,2.0,2.0,2.0,0.0,36835.0,35949.0,40567.0,41604.0,40637.0,41824.0,0.0,5539.0,2000.0,0.0,2000.0,3000.0,0,1,0,0,1,0,0,0,1,0,0
300000.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,69994.0,71388.0,72886.0,74371.0,75854.0,77440.0,2552.0,2645.0,2696.0,2716.0,2809.0,2826.0,0,1,0,0,1,0,0,1,0,0,0
260000.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16426.0,6088.0,4663.0,3885.0,4414.0,2514.0,6277.0,4663.0,4140.0,4414.0,2646.0,7725.0,0,0,1,1,0,0,0,1,0,0,0
20000.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,13867.0,14834.0,15931.0,15850.0,16226.0,14411.0,1500.0,1450.0,369.0,429.0,288.0,250.0,0,0,1,0,1,0,0,0,1,0,0
60000.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,56869.0,57976.0,54398.0,46937.0,19085.0,19506.0,2110.0,2131.0,2010.0,1000.0,1000.0,1000.0,0,1,0,0,0,1,0,1,0,0,0
230000.0,36.0,-2.0,-2.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,2800.0,346.0,346.0,999.0,0.0,2800.0,346.0,0.0,999.0,0.0,0,1,0,0,1,0,0,1,0,0,0
440000.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,431557.0,743970.0,423621.0,385873.0,364175.0,376228.0,18174.0,20341.0,13005.0,15410.0,72000.0,14500.0,0,0,1,0,1,0,0,0,1,0,0
360000.0,37.0,1.0,-2.0,-2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,166.0,541.0,0.0,0.0,0.0,166.0,543.0,4268.0,0,0,1,0,1,0,0,1,0,0,0
260000.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,200581.0,196761.0,78041.0,55871.0,28775.0,27497.0,7651.0,1765.0,1304.0,772.0,930.0,901.0,0,0,1,0,1,0,0,1,0,0,0
130000.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3964.0,600.0,0.0,631.0,0.0,427.0,600.0,0.0,631.0,0.0,427.0,1747.0,0,1,0,0,0,1,0,0,1,0,0
20000.0,25.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-431.0,569.0,1769.0,2582.0,3184.0,3974.0,1000.0,1769.0,1000.0,800.0,1000.0,4000.0,0,1,0,1,0,0,0,0,1,0,0
50000.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,48550.0,46267.0,46716.0,29744.0,30060.0,29449.0,2000.0,1400.0,984.0,1013.0,1006.0,939.0,0,1,0,0,0,1,0,1,0,0,0
50000.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,23142.0,28202.0,30610.0,30227.0,18413.0,17195.0,5494.0,3202.0,3502.0,3200.0,2500.0,3000.0,0,1,0,0,1,0,0,0,1,0,0
100000.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,67873.0,49285.0,49992.0,35518.0,36426.0,37836.0,2000.0,1600.0,2000.0,1500.0,2000.0,2000.0,0,1,0,0,1,0,0,0,1,0,0
220000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,168286.0,155893.0,119575.0,51317.0,51926.0,34608.0,10000.0,3900.0,1000.0,1000.0,2000.0,2000.0,0,1,0,0,1,0,0,0,1,0,0
90000.0,31.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0
360000.0,37.0,1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-490.0,-870.0,390.0,-710.0,260.0,10.0,0.0,2000.0,0.0,1500.0,1000.0,1000.0,0,1,0,0,1,0,0,0,1,0,0
50000.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,44828.0,43746.0,43122.0,43803.0,41425.0,42536.0,2005.0,2056.0,1737.0,1501.0,1797.0,1680.0,0,1,0,0,1,0,0,0,0,1,0
30000.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,28328.0,29505.0,25362.0,19493.0,5765.0,0.0,1704.0,1250.0,390.0,115.0,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0
120000.0,42.0,2.0,2.0,0.0,0.0,2.0,0.0,63598.0,61987.0,64373.0,69164.0,67453.0,72997.0,0.0,4000.0,6500.0,0.0,6639.0,4000.0,0,1,0,1,0,0,0,1,0,0,0
70000.0,24.0,0.0,0.0,0.0,0.0,-1.0,0.0,65429.0,67513.0,67767.0,69275.0,1058.0,48376.0,3136.0,2076.0,2243.0,1058.0,48000.0,2000.0,0,0,1,0,0,1,0,0,1,0,0
180000.0,30.0,3.0,2.0,-1.0,0.0,0.0,0.0,1782.0,192.0,1291.0,1891.0,3914.0,26414.0,0.0,1291.0,600.0,2023.0,22500.0,32800.0,0,0,1,1,0,0,0,0,1,0,0
80000.0,45.0,0.0,0.0,0.0,0.0,-2.0,-2.0,4089.0,5015.0,2521.0,531.0,9766.0,10042.0,1042.0,1000.0,531.0,9354.0,438.0,200.0,0,1,0,0,1,0,0,1,0,0,0
320000.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,31858.0,33562.0,35119.0,36886.0,38756.0,40543.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,1,0,0,0,1,0,0,1,0,0
280000.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,94451.0,96041.0,98301.0,74624.0,75173.0,77419.0,4000.0,4033.0,3000.0,3300.0,3500.0,6259.0,0,0,1,0,1,0,0,0,1,0,0
240000.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,280110.0,281104.0,286048.0,369693.0,243198.0,243498.0,10000.0,15002.0,9000.0,10000.0,8600.0,8500.0,0,0,1,0,1,0,0,0,1,0,0
170000.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,161581.0,163500.0,166003.0,167287.0,165510.0,168507.0,6000.0,8000.0,6300.0,6000.0,6500.0,6100.0,0,0,1,0,1,0,0,0,1,0,0
160000.0,49.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,347.0,2389.0,0.0,0.0,0.0,0.0,2389.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0
70000.0,29.0,0.0,0.0,0.0,0.0,2.0,2.0,57779.0,59016.0,60263.0,65348.0,63699.0,67667.0,2200.0,2200.0,6100.0,0.0,5000.0,2790.0,0,1,0,0,1,0,0,1,0,0,0
30000.0,26.0,1.0,-1.0,2.0,0.0,-1.0,-1.0,-857.0,29237.0,1170.0,780.0,10500.0,0.0,30484.0,0.0,0.0,10500.0,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0
110000.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,49069.0,14241.0,15205.0,16267.0,53869.0,54138.0,1600.0,1500.0,1400.0,38002.0,1415.0,1010.0,0,0,1,1,0,0,0,1,0,0,0
160000.0,38.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6000.0,6000.0,6228.0,6000.0,6000.0,6000.0,6000.0,6228.0,6000.0,6000.0,6000.0,6000.0,0,0,1,0,1,0,0,1,0,0,0
60000.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,57484.0,59521.0,59674.0,56018.0,36350.0,18203.0,3000.0,3000.0,1500.0,790.0,1000.0,1000.0,0,0,1,1,0,0,0,0,1,0,0
80000.0,29.0,-2.0,-2.0,-1.0,2.0,2.0,3.0,2673.0,0.0,317.0,317.0,1521.0,1204.0,0.0,317.0,0.0,1204.0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0
80000.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,70062.0,19669.0,20696.0,21709.0,22348.0,22988.0,1321.0,1348.0,1361.0,1000.0,1000.0,2000.0,0,1,0,0,0,1,0,1,0,0,0
260000.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,30498.0,31500.0,31619.0,22020.0,22040.0,23061.0,1894.0,1403.0,1642.0,1053.0,2000.0,425.0,0,1,0,0,0,1,0,1,0,0,0
500000.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,114374.0,130999.0,153648.0,172515.0,178758.0,192589.0,50012.0,51343.0,70000.0,70000.0,80000.0,50000.0,0,1,0,0,1,0,0,1,0,0,0
200000.0,26.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-4.0,909.0,6737.0,6012.0,5167.0,3132.0,913.0,6737.0,6031.0,5167.0,3132.0,2290.0,0,1,0,1,0,0,0,0,1,0,0
430000.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5149.0,4588.0,11164.0,1531.0,9848.0,10178.0,4600.0,11220.0,1531.0,9902.0,10202.0,5926.0,0,0,1,1,0,0,0,1,0,0,0
110000.0,52.0,-1.0,-1.0,-2.0,-1.0,-1.0,-2.0,1865.0,0.0,0.0,1930.0,-170.0,-170.0,0.0,0.0,1930.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0,0
270000.0,42.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,14352.0,1843.0,9190.0,2072.0,637.0,238.0,1859.0,9190.0,2072.0,637.0,238.0,0.0,0,0,1,0,0,0,1,0,1,0,0
20000.0,23.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,6321.0,4813.0,595.0,18628.0,19324.0,19208.0,6000.0,597.0,21722.0,1000.0,697.0,860.0,0,1,0,0,1,0,0,0,1,0,0
50000.0,49.0,0.0,0.0,0.0,2.0,0.0,0.0,10644.0,12163.0,14147.0,13626.0,15194.0,16929.0,2000.0,2500.0,0.0,2000.0,2000.0,2000.0,0,1,0,0,0,1,0,1,0,0,0
230000.0,26.0,-2.0,-1.0,0.0,0.0,0.0,0.0,1200.0,990.0,9079.0,11186.0,10159.0,11734.0,990.0,8089.0,2186.0,1159.0,1734.0,1200.0,0,0,1,0,0,1,0,0,1,0,0
320000.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,110032.0,110045.0,112393.0,111541.0,114934.0,118228.0,4028.0,4000.0,5000.0,5000.0,5000.0,5000.0,0,1,0,1,0,0,0,1,0,0,0
30000.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,15982.0,12226.0,13565.0,15526.0,14979.0,15735.0,2226.0,1539.0,2500.0,0.0,1000.0,1000.0,0,0,1,1,0,0,0,0,1,0,0
50000.0,45.0,0.0,-1.0,-1.0,-2.0,-2.0,-2.0,5339.0,1189.0,0.0,0.0,0.0,0.0,1189.0,300.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0
200000.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,198595.0,194734.0,190447.0,187224.0,183641.0,178239.0,7003.0,7000.0,7000.0,6510.0,6550.0,6001.0,0,0,1,0,0,0,0,1,0,0,0
170000.0,28.0,0.0,-1.0,0.0,0.0,0.0,0.0,30860.0,167941.0,171459.0,173310.0,240738.0,135722.0,304815.0,8000.0,8127.0,4810.0,5000.0,5400.0,0,0,1,0,1,0,0,0,1,0,0
150000.0,40.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-15.0,17671.0,14517.0,1870.0,3495.0,0.0,17686.0,14517.0,0.0,3495.0,0.0,21754.0,0,0,1,1,0,0,0,1,0,0,0
400000.0,41.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,8.0,1274.0,19143.0,20305.0,22063.0,20695.0,1274.0,19143.0,1305.0,2063.0,1695.0,195000.0,0,0,1,1,0,0,0,1,0,0,0
200000.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,43515.0,44557.0,45574.0,49022.0,47459.0,49666.0,1739.0,1756.0,2662.0,1726.0,3000.0,2500.0,0,1,0,1,0,0,0,0,1,0,0
30000.0,60.0,-1.0,-1.0,-2.0,-2.0,-1.0,-1.0,2365.0,-581.0,-581.0,-2054.0,1473.0,14510.0,0.0,0.0,0.0,5000.0,14510.0,0.0,0,0,1,0,0,1,0,0,0,1,0
180000.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,101395.0,101607.0,98186.0,59451.0,49956.0,50133.0,5000.0,3371.0,6940.0,2800.0,2000.0,2000.0,0,0,1,1,0,0,0,0,1,0,0
120000.0,37.0,0.0,0.0,0.0,2.0,0.0,0.0,12006.0,13024.0,14795.0,14313.0,14762.0,14902.0,1171.0,1942.0,0.0,626.0,478.0,495.0,0,0,1,0,1,0,0,1,0,0,0
30000.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,28486.0,28182.0,26168.0,23119.0,23268.0,29327.0,2000.0,3000.0,5000.0,3000.0,7000.0,1156.0,0,1,0,0,0,1,0,1,0,0,0
30000.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,27526.0,28794.0,29480.0,29679.0,16451.0,0.0,1714.0,1400.0,599.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0
150000.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,39445.0,40799.0,40832.0,33843.0,37015.0,30074.0,2000.0,1417.0,1256.0,4429.0,1000.0,0.0,0,0,1,1,0,0,0,0,1,0,0
80000.0,41.0,-1.0,2.0,2.0,2.0,2.0,2.0,66053.0,67397.0,68193.0,69465.0,70545.0,72233.0,3000.0,2500.0,3000.0,2500.0,3000.0,0.0,0,0,1,0,1,0,0,0,1,0,0
60000.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,57041.0,58268.0,59568.0,61298.0,29587.0,27267.0,2148.0,2303.0,2669.0,1032.0,1000.0,1300.0,0,1,0,0,1,0,0,0,1,0,0
20000.0,35.0,-1.0,2.0,2.0,2.0,2.0,0.0,17056.0,18803.0,18055.0,20578.0,19813.0,20197.0,2500.0,0.0,3000.0,0.0,1001.0,1700.0,0,0,1,0,0,1,0,1,0,0,0
150000.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,146778.0,139111.0,134382.0,134593.0,91112.0,68482.0,6554.0,10000.0,4749.0,3304.0,2285.0,700.0,0,0,1,0,1,0,0,0,1,0,0
20000.0,33.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,2508.0,3448.0,-202.0,-202.0,950.0,0.0,1000.0,202.0,0.0,1152.0,0.0,1000.0,0,1,0,0,1,0,0,1,0,0,0
50000.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,31426.0,23712.0,18919.0,24227.0,25229.0,12150.0,1655.0,1675.0,15000.0,2610.0,0.0,2000.0,0,0,1,0,1,0,0,0,1,0,0
170000.0,36.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,5470.0,1701.0,18406.0,-979.0,-1304.0,2371.0,2000.0,19000.0,0.0,0.0,4000.0,15000.0,0,1,0,1,0,0,0,0,1,0,0
280000.0,51.0,2.0,2.0,2.0,2.0,0.0,0.0,258764.0,279451.0,280882.0,218619.0,201679.0,195934.0,25000.0,7500.0,0.0,6500.0,7000.0,6000.0,0,0,1,0,1,0,0,1,0,0,0
200000.0,34.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3346.0,0.0,465.0,1775.0,8722.0,3346.0,0.0,465.0,1775.0,8722.0,0.0,0,0,1,0,1,0,0,0,1,0,0
200000.0,44.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0
180000.0,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,543.0,-535.0,2145.0,12532.0,655.0,390.0,0.0,3212.0,12532.0,655.0,157.0,2063.0,0,0,1,0,1,0,0,0,1,0,0
500000.0,41.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,719.0,1550.0,-50.0,-50.0,10037.0,79.0,1558.0,0.0,0.0,10087.0,79.0,471.0,0,1,0,1,0,0,0,1,0,0,0
260000.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,138834.0,143518.0,146714.0,148787.0,152306.0,155690.0,7000.0,7000.0,6000.0,6001.0,6000.0,6000.0,0,1,0,0,0,0,0,0,1,0,0
70000.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,68671.0,60808.0,62648.0,46342.0,46904.0,48558.0,2500.0,3182.0,1800.0,1300.0,2000.0,2000.0,0,1,0,0,1,0,0,1,0,0,0
500000.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,33758.0,33048.0,45422.0,46483.0,39598.0,40622.0,1626.0,13000.0,2100.0,37000.0,1234.0,3512.0,0,1,0,0,1,0,0,0,1,0,0
130000.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,131041.0,133698.0,131990.0,127512.0,128683.0,129669.0,7000.0,5151.0,4464.0,5000.0,4702.0,8000.0,0,1,0,0,1,0,0,0,1,0,0
70000.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,71742.0,70978.0,70949.0,68782.0,68100.0,68677.0,2721.0,2714.0,2632.0,2600.0,2800.0,2573.0,0,1,0,0,0,1,0,1,0,0,0
60000.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,56146.0,56929.0,55009.0,30181.0,41528.0,21069.0,2314.0,1459.0,914.0,1900.0,800.0,932.0,0,0,1,0,1,0,0,0,1,0,0
150000.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,86009.0,86108.0,89006.0,89775.0,87725.0,40788.0,4031.0,10006.0,3266.0,4040.0,1698.0,800.0,0,1,0,1,0,0,0,0,1,0,0
460000.0,35.0,-2.0,-1.0,-1.0,-1.0,-1.0,-2.0,0.0,737.0,4856.0,6696.0,1327.0,0.0,737.0,4872.0,6696.0,1327.0,0.0,1782.0,0,1,0,0,0,0,1,1,0,0,0
