id,default_probability,explainability,variables,threshold,looks_defaulter
25772,0.14124312,"{'LIMIT_BAL': -0.2199999988079071, 'AGE': -0.009999999776482582, 'PAY_0': -0.23000000417232513, 'PAY_2': -0.12999999523162842, 'PAY_3': -0.07000000029802322, 'PAY_4': -0.05000000074505806, 'PAY_5': -0.05999999865889549, 'PAY_6': -0.019999999552965164, 'BILL_AMT1': -0.14000000059604645, 'BILL_AMT2': -0.019999999552965164, 'BILL_AMT3': -0.009999999776482582, 'BILL_AMT4': -0.029999999329447746, 'BILL_AMT5': -0.0, 'BILL_AMT6': 0.009999999776482582, 'PAY_AMT1': -0.2199999988079071, 'PAY_AMT2': -0.18000000715255737, 'PAY_AMT3': -0.10999999940395355, 'PAY_AMT4': -0.14000000059604645, 'PAY_AMT5': -0.05999999865889549, 'PAY_AMT6': -0.10000000149011612, 'SEX_1': -0.0, 'SEX_2': -0.029999999329447746, 'EDUCATION_1': -0.019999999552965164, 'EDUCATION_2': -0.009999999776482582, 'EDUCATION_3': -0.009999999776482582, 'EDUCATION_4': 0.0, 'MARRIAGE_1': 0.009999999776482582, 'MARRIAGE_2': 0.05000000074505806, 'MARRIAGE_3': -0.0, 'MARRIAGE_4': 0.0}","{'SEX': 2, 'EDUCATION': 1, 'MARRIAGE': 1, 'LIMIT_BAL': 350000, 'AGE': 33, 'PAY_0': 0, 'PAY_2': -1, 'PAY_3': -1, 'PAY_4': -1, 'PAY_5': -1, 'PAY_6': -1, 'BILL_AMT1': 82964, 'BILL_AMT2': 68532, 'BILL_AMT3': 17926, 'BILL_AMT4': 17966, 'BILL_AMT5': 30741, 'BILL_AMT6': 31088, 'PAY_AMT1': 68940, 'PAY_AMT2': 18018, 'PAY_AMT3': 18058, 'PAY_AMT4': 30897, 'PAY_AMT5': 31244, 'PAY_AMT6': 88461}",0.5720118284225464,False
8174,0.34563476,"{'LIMIT_BAL': -0.17000000178813934, 'AGE': -0.009999999776482582, 'PAY_0': 0.03999999910593033, 'PAY_2': -0.15000000596046448, 'PAY_3': -0.07000000029802322, 'PAY_4': -0.03999999910593033, 'PAY_5': -0.03999999910593033, 'PAY_6': -0.03999999910593033, 'BILL_AMT1': -0.03999999910593033, 'BILL_AMT2': 0.11999999731779099, 'BILL_AMT3': -0.009999999776482582, 'BILL_AMT4': -0.03999999910593033, 'BILL_AMT5': -0.0, 'BILL_AMT6': -0.0, 'PAY_AMT1': -0.3199999928474426, 'PAY_AMT2': 0.0, 'PAY_AMT3': -0.019999999552965164, 'PAY_AMT4': 0.09000000357627869, 'PAY_AMT5': 0.009999999776482582, 'PAY_AMT6': 0.05999999865889549, 'SEX_1': 0.009999999776482582, 'SEX_2': 0.019999999552965164, 'EDUCATION_1': 0.009999999776482582, 'EDUCATION_2': 0.009999999776482582, 'EDUCATION_3': -0.0, 'EDUCATION_4': 0.0, 'MARRIAGE_1': -0.0, 'MARRIAGE_2': -0.05000000074505806, 'MARRIAGE_3': -0.0, 'MARRIAGE_4': 0.0}","{'SEX': 1, 'EDUCATION': 2, 'MARRIAGE': 2, 'LIMIT_BAL': 360000, 'AGE': 33, 'PAY_0': 1, 'PAY_2': -1, 'PAY_3': -1, 'PAY_4': -2, 'PAY_5': -2, 'PAY_6': -2, 'BILL_AMT1': 197746, 'BILL_AMT2': 151600, 'BILL_AMT3': 741, 'BILL_AMT4': -659, 'BILL_AMT5': -659, 'BILL_AMT6': -659, 'PAY_AMT1': 156108, 'PAY_AMT2': 741, 'PAY_AMT3': 659, 'PAY_AMT4': 0, 'PAY_AMT5': 0, 'PAY_AMT6': 0}",0.5720118284225464,False
29695,0.44537714,"{'LIMIT_BAL': -0.12999999523162842, 'AGE': -0.019999999552965164, 'PAY_0': -0.14000000059604645, 'PAY_2': -0.11999999731779099, 'PAY_3': -0.05000000074505806, 'PAY_4': -0.03999999910593033, 'PAY_5': -0.05999999865889549, 'PAY_6': -0.019999999552965164, 'BILL_AMT1': 0.18000000715255737, 'BILL_AMT2': -0.019999999552965164, 'BILL_AMT3': -0.05999999865889549, 'BILL_AMT4': -0.009999999776482582, 'BILL_AMT5': 0.009999999776482582, 'BILL_AMT6': 0.0, 'PAY_AMT1': 0.05999999865889549, 'PAY_AMT2': 0.12999999523162842, 'PAY_AMT3': 0.07000000029802322, 'PAY_AMT4': -0.009999999776482582, 'PAY_AMT5': -0.029999999329447746, 'PAY_AMT6': -0.05000000074505806, 'SEX_1': 0.009999999776482582, 'SEX_2': 0.029999999329447746, 'EDUCATION_1': 0.009999999776482582, 'EDUCATION_2': 0.0, 'EDUCATION_3': -0.0, 'EDUCATION_4': 0.0, 'MARRIAGE_1': 0.009999999776482582, 'MARRIAGE_2': 0.03999999910593033, 'MARRIAGE_3': -0.0, 'MARRIAGE_4': 0.0}","{'SEX': 1, 'EDUCATION': 2, 'MARRIAGE': 1, 'LIMIT_BAL': 300000, 'AGE': 30, 'PAY_0': -1, 'PAY_2': -1, 'PAY_3': -1, 'PAY_4': -1, 'PAY_5': -1, 'PAY_6': -1, 'BILL_AMT1': 165, 'BILL_AMT2': 165, 'BILL_AMT3': 165, 'BILL_AMT4': 165, 'BILL_AMT5': 1759, 'BILL_AMT6': 1394, 'PAY_AMT1': 165, 'PAY_AMT2': 165, 'PAY_AMT3': 165, 'PAY_AMT4': 1759, 'PAY_AMT5': 1394, 'PAY_AMT6': 1790}",0.5720118284225464,False
26716,0.797663,"{'LIMIT_BAL': 0.07999999821186066, 'AGE': -0.019999999552965164, 'PAY_0': -0.009999999776482582, 'PAY_2': 0.6200000047683716, 'PAY_3': 0.20999999344348907, 'PAY_4': 0.23999999463558197, 'PAY_5': 0.2800000011920929, 'PAY_6': 0.23000000417232513, 'BILL_AMT1': -0.029999999329447746, 'BILL_AMT2': -0.009999999776482582, 'BILL_AMT3': 0.009999999776482582, 'BILL_AMT4': -0.03999999910593033, 'BILL_AMT5': 0.029999999329447746, 'BILL_AMT6': 0.0, 'PAY_AMT1': -0.07000000029802322, 'PAY_AMT2': -0.029999999329447746, 'PAY_AMT3': -0.009999999776482582, 'PAY_AMT4': -0.029999999329447746, 'PAY_AMT5': -0.019999999552965164, 'PAY_AMT6': -0.029999999329447746, 'SEX_1': 0.0, 'SEX_2': 0.009999999776482582, 'EDUCATION_1': 0.0, 'EDUCATION_2': 0.009999999776482582, 'EDUCATION_3': -0.0, 'EDUCATION_4': 0.0, 'MARRIAGE_1': -0.019999999552965164, 'MARRIAGE_2': -0.029999999329447746, 'MARRIAGE_3': -0.0, 'MARRIAGE_4': 0.0}","{'SEX': 1, 'EDUCATION': 2, 'MARRIAGE': 2, 'LIMIT_BAL': 80000, 'AGE': 27, 'PAY_0': 1, 'PAY_2': 2, 'PAY_3': 2, 'PAY_4': 2, 'PAY_5': 2, 'PAY_6': 2, 'BILL_AMT1': 63467, 'BILL_AMT2': 66811, 'BILL_AMT3': 68247, 'BILL_AMT4': 68531, 'BILL_AMT5': 69808, 'BILL_AMT6': 70544, 'PAY_AMT1': 5000, 'PAY_AMT2': 3100, 'PAY_AMT3': 2000, 'PAY_AMT4': 3000, 'PAY_AMT5': 2000, 'PAY_AMT6': 4000}",0.5720118284225464,True
6555,0.34319127,"{'LIMIT_BAL': -0.10000000149011612, 'AGE': -0.029999999329447746, 'PAY_0': -0.20999999344348907, 'PAY_2': -0.1599999964237213, 'PAY_3': -0.07000000029802322, 'PAY_4': -0.07000000029802322, 'PAY_5': -0.029999999329447746, 'PAY_6': -0.019999999552965164, 'BILL_AMT1': 0.1599999964237213, 'BILL_AMT2': -0.019999999552965164, 'BILL_AMT3': -0.07999999821186066, 'BILL_AMT4': -0.009999999776482582, 'BILL_AMT5': -0.019999999552965164, 'BILL_AMT6': -0.03999999910593033, 'PAY_AMT1': -0.0, 'PAY_AMT2': 0.07999999821186066, 'PAY_AMT3': 0.10000000149011612, 'PAY_AMT4': 0.029999999329447746, 'PAY_AMT5': -0.05000000074505806, 'PAY_AMT6': -0.03999999910593033, 'SEX_1': 0.009999999776482582, 'SEX_2': 0.0, 'EDUCATION_1': -0.009999999776482582, 'EDUCATION_2': -0.019999999552965164, 'EDUCATION_3': -0.0, 'EDUCATION_4': 0.0, 'MARRIAGE_1': -0.0, 'MARRIAGE_2': -0.03999999910593033, 'MARRIAGE_3': 0.0, 'MARRIAGE_4': 0.0}","{'SEX': 1, 'EDUCATION': 1, 'MARRIAGE': 2, 'LIMIT_BAL': 180000, 'AGE': 28, 'PAY_0': -2, 'PAY_2': -2, 'PAY_3': -2, 'PAY_4': -2, 'PAY_5': -2, 'PAY_6': -1, 'BILL_AMT1': -124, 'BILL_AMT2': 0, 'BILL_AMT3': 0, 'BILL_AMT4': 0, 'BILL_AMT5': 225, 'BILL_AMT6': 35173, 'PAY_AMT1': 1004, 'PAY_AMT2': 0, 'PAY_AMT3': 0, 'PAY_AMT4': 225, 'PAY_AMT5': 24815, 'PAY_AMT6': 10250}",0.5720118284225464,False
28682,0.3144905,"{'LIMIT_BAL': 0.18000000715255737, 'AGE': -0.019999999552965164, 'PAY_0': -0.25999999046325684, 'PAY_2': -0.14000000059604645, 'PAY_3': -0.029999999329447746, 'PAY_4': -0.07000000029802322, 'PAY_5': -0.029999999329447746, 'PAY_6': -0.029999999329447746, 'BILL_AMT1': -0.11999999731779099, 'BILL_AMT2': -0.019999999552965164, 'BILL_AMT3': 0.019999999552965164, 'BILL_AMT4': -0.009999999776482582, 'BILL_AMT5': -0.029999999329447746, 'BILL_AMT6': -0.019999999552965164, 'PAY_AMT1': -0.029999999329447746, 'PAY_AMT2': 0.019999999552965164, 'PAY_AMT3': -0.03999999910593033, 'PAY_AMT4': -0.14000000059604645, 'PAY_AMT5': 0.009999999776482582, 'PAY_AMT6': 0.05000000074505806, 'SEX_1': -0.019999999552965164, 'SEX_2': -0.019999999552965164, 'EDUCATION_1': 0.009999999776482582, 'EDUCATION_2': 0.019999999552965164, 'EDUCATION_3': -0.0, 'EDUCATION_4': 0.0, 'MARRIAGE_1': -0.019999999552965164, 'MARRIAGE_2': -0.029999999329447746, 'MARRIAGE_3': -0.0, 'MARRIAGE_4': 0.0}","{'SEX': 2, 'EDUCATION': 2, 'MARRIAGE': 2, 'LIMIT_BAL': 50000, 'AGE': 30, 'PAY_0': 0, 'PAY_2': 0, 'PAY_3': 0, 'PAY_4': 0, 'PAY_5': 0, 'PAY_6': 0, 'BILL_AMT1': 46795, 'BILL_AMT2': 46285, 'BILL_AMT3': 43282, 'BILL_AMT4': 14713, 'BILL_AMT5': 19583, 'BILL_AMT6': 14959, 'PAY_AMT1': 2169, 'PAY_AMT2': 1966, 'PAY_AMT3': 1130, 'PAY_AMT4': 5000, 'PAY_AMT5': 1000, 'PAY_AMT6': 441}",0.5720118284225464,False
8514,0.26978397,"{'LIMIT_BAL': -0.20999999344348907, 'AGE': -0.009999999776482582, 'PAY_0': -0.25, 'PAY_2': -0.17000000178813934, 'PAY_3': -0.03999999910593033, 'PAY_4': -0.07000000029802322, 'PAY_5': -0.03999999910593033, 'PAY_6': -0.019999999552965164, 'BILL_AMT1': -0.07999999821186066, 'BILL_AMT2': 0.019999999552965164, 'BILL_AMT3': 0.009999999776482582, 'BILL_AMT4': -0.019999999552965164, 'BILL_AMT5': -0.009999999776482582, 'BILL_AMT6': -0.009999999776482582, 'PAY_AMT1': -0.12999999523162842, 'PAY_AMT2': -0.029999999329447746, 'PAY_AMT3': -0.019999999552965164, 'PAY_AMT4': -0.019999999552965164, 'PAY_AMT5': -0.0, 'PAY_AMT6': -0.029999999329447746, 'SEX_1': 0.009999999776482582, 'SEX_2': 0.03999999910593033, 'EDUCATION_1': 0.009999999776482582, 'EDUCATION_2': 0.019999999552965164, 'EDUCATION_3': -0.0, 'EDUCATION_4': 0.0, 'MARRIAGE_1': 0.009999999776482582, 'MARRIAGE_2': 0.03999999910593033, 'MARRIAGE_3': -0.0, 'MARRIAGE_4': 0.0}","{'SEX': 1, 'EDUCATION': 2, 'MARRIAGE': 1, 'LIMIT_BAL': 180000, 'AGE': 40, 'PAY_0': 0, 'PAY_2': 0, 'PAY_3': 0, 'PAY_4': 0, 'PAY_5': 0, 'PAY_6': 0, 'BILL_AMT1': 126937, 'BILL_AMT2': 109884, 'BILL_AMT3': 49475, 'BILL_AMT4': 50840, 'BILL_AMT5': 50090, 'BILL_AMT6': 48345, 'PAY_AMT1': 5000, 'PAY_AMT2': 2000, 'PAY_AMT3': 2000, 'PAY_AMT4': 2000, 'PAY_AMT5': 2000, 'PAY_AMT6': 2000}",0.5720118284225464,False
23439,0.43255785,"{'LIMIT_BAL': -0.1899999976158142, 'AGE': 0.0, 'PAY_0': -0.20999999344348907, 'PAY_2': -0.07999999821186066, 'PAY_3': -0.05999999865889549, 'PAY_4': -0.05000000074505806, 'PAY_5': -0.029999999329447746, 'PAY_6': -0.009999999776482582, 'BILL_AMT1': 0.07999999821186066, 'BILL_AMT2': 0.009999999776482582, 'BILL_AMT3': 0.029999999329447746, 'BILL_AMT4': -0.029999999329447746, 'BILL_AMT5': 0.019999999552965164, 'BILL_AMT6': -0.03999999910593033, 'PAY_AMT1': 0.18000000715255737, 'PAY_AMT2': 0.029999999329447746, 'PAY_AMT3': 0.12999999523162842, 'PAY_AMT4': 0.11999999731779099, 'PAY_AMT5': -0.019999999552965164, 'PAY_AMT6': -0.14000000059604645, 'SEX_1': -0.0, 'SEX_2': 0.0, 'EDUCATION_1': 0.009999999776482582, 'EDUCATION_2': -0.009999999776482582, 'EDUCATION_3': 0.009999999776482582, 'EDUCATION_4': 0.0, 'MARRIAGE_1': -0.0, 'MARRIAGE_2': -0.029999999329447746, 'MARRIAGE_3': 0.0, 'MARRIAGE_4': 0.0}","{'SEX': 2, 'EDUCATION': 3, 'MARRIAGE': 2, 'LIMIT_BAL': 650000, 'AGE': 39, 'PAY_0': 0, 'PAY_2': 0, 'PAY_3': -1, 'PAY_4': -1, 'PAY_5': -2, 'PAY_6': -1, 'BILL_AMT1': 5865, 'BILL_AMT2': 0, 'BILL_AMT3': 1904, 'BILL_AMT4': -61, 'BILL_AMT5': -261, 'BILL_AMT6': 13050, 'PAY_AMT1': 0, 'PAY_AMT2': 1904, 'PAY_AMT3': 0, 'PAY_AMT4': 0, 'PAY_AMT5': 13311, 'PAY_AMT6': 64731}",0.5720118284225464,False
5678,0.4199136,"{'LIMIT_BAL': 0.2199999988079071, 'AGE': 0.07999999821186066, 'PAY_0': -0.25, 'PAY_2': -0.10999999940395355, 'PAY_3': -0.029999999329447746, 'PAY_4': -0.05999999865889549, 'PAY_5': -0.029999999329447746, 'PAY_6': -0.029999999329447746, 'BILL_AMT1': -0.11999999731779099, 'BILL_AMT2': -0.009999999776482582, 'BILL_AMT3': -0.009999999776482582, 'BILL_AMT4': -0.009999999776482582, 'BILL_AMT5': 0.0, 'BILL_AMT6': -0.019999999552965164, 'PAY_AMT1': -0.029999999329447746, 'PAY_AMT2': 0.0, 'PAY_AMT3': -0.009999999776482582, 'PAY_AMT4': 0.03999999910593033, 'PAY_AMT5': 0.009999999776482582, 'PAY_AMT6': -0.07999999821186066, 'SEX_1': 0.009999999776482582, 'SEX_2': 0.03999999910593033, 'EDUCATION_1': 0.009999999776482582, 'EDUCATION_2': -0.019999999552965164, 'EDUCATION_3': 0.009999999776482582, 'EDUCATION_4': 0.0, 'MARRIAGE_1': 0.029999999329447746, 'MARRIAGE_2': 0.05000000074505806, 'MARRIAGE_3': -0.0, 'MARRIAGE_4': 0.0}","{'SEX': 1, 'EDUCATION': 3, 'MARRIAGE': 1, 'LIMIT_BAL': 50000, 'AGE': 55, 'PAY_0': 0, 'PAY_2': 0, 'PAY_3': 0, 'PAY_4': 0, 'PAY_5': 0, 'PAY_6': 0, 'BILL_AMT1': 44258, 'BILL_AMT2': 28040, 'BILL_AMT3': 27935, 'BILL_AMT4': 51904, 'BILL_AMT5': 24147, 'BILL_AMT6': 24425, 'PAY_AMT1': 2489, 'PAY_AMT2': 1384, 'PAY_AMT3': 841, 'PAY_AMT4': 1013, 'PAY_AMT5': 819, 'PAY_AMT6': 15154}",0.5720118284225464,False
16786,0.7463186,"{'LIMIT_BAL': 0.12999999523162842, 'AGE': -0.029999999329447746, 'PAY_0': 0.03999999910593033, 'PAY_2': 0.5699999928474426, 'PAY_3': 0.2199999988079071, 'PAY_4': -0.03999999910593033, 'PAY_5': -0.07999999821186066, 'PAY_6': 0.25, 'BILL_AMT1': -0.05999999865889549, 'BILL_AMT2': -0.019999999552965164, 'BILL_AMT3': 0.029999999329447746, 'BILL_AMT4': -0.019999999552965164, 'BILL_AMT5': 0.029999999329447746, 'BILL_AMT6': 0.019999999552965164, 'PAY_AMT1': 0.009999999776482582, 'PAY_AMT2': 0.11999999731779099, 'PAY_AMT3': -0.019999999552965164, 'PAY_AMT4': -0.05999999865889549, 'PAY_AMT5': -0.0, 'PAY_AMT6': 0.009999999776482582, 'SEX_1': 0.009999999776482582, 'SEX_2': 0.019999999552965164, 'EDUCATION_1': -0.009999999776482582, 'EDUCATION_2': -0.009999999776482582, 'EDUCATION_3': -0.0, 'EDUCATION_4': 0.0, 'MARRIAGE_1': -0.019999999552965164, 'MARRIAGE_2': -0.029999999329447746, 'MARRIAGE_3': -0.0, 'MARRIAGE_4': 0.0}","{'SEX': 1, 'EDUCATION': 1, 'MARRIAGE': 2, 'LIMIT_BAL': 60000, 'AGE': 29, 'PAY_0': 1, 'PAY_2': 2, 'PAY_3': 2, 'PAY_4': 0, 'PAY_5': 0, 'PAY_6': 2, 'BILL_AMT1': 43434, 'BILL_AMT2': 44522, 'BILL_AMT3': 43222, 'BILL_AMT4': 43588, 'BILL_AMT5': 46564, 'BILL_AMT6': 47369, 'PAY_AMT1': 2100, 'PAY_AMT2': 0, 'PAY_AMT3': 1708, 'PAY_AMT4': 4000, 'PAY_AMT5': 2000, 'PAY_AMT6': 1903}",0.5720118284225464,True
7941,0.4913143,"{'LIMIT_BAL': 0.2199999988079071, 'AGE': 0.09000000357627869, 'PAY_0': -0.23999999463558197, 'PAY_2': -0.11999999731779099, 'PAY_3': -0.029999999329447746, 'PAY_4': -0.05999999865889549, 'PAY_5': -0.029999999329447746, 'PAY_6': -0.029999999329447746, 'BILL_AMT1': 0.009999999776482582, 'BILL_AMT2': -0.029999999329447746, 'BILL_AMT3': 0.009999999776482582, 'BILL_AMT4': -0.0, 'BILL_AMT5': -0.009999999776482582, 'BILL_AMT6': -0.019999999552965164, 'PAY_AMT1': -0.009999999776482582, 'PAY_AMT2': 0.03999999910593033, 'PAY_AMT3': -0.019999999552965164, 'PAY_AMT4': 0.029999999329447746, 'PAY_AMT5': 0.0, 'PAY_AMT6': 0.05999999865889549, 'SEX_1': 0.03999999910593033, 'SEX_2': 0.029999999329447746, 'EDUCATION_1': 0.009999999776482582, 'EDUCATION_2': -0.009999999776482582, 'EDUCATION_3': 0.009999999776482582, 'EDUCATION_4': 0.0, 'MARRIAGE_1': -0.009999999776482582, 'MARRIAGE_2': 0.05000000074505806, 'MARRIAGE_3': -0.0, 'MARRIAGE_4': 0.0}","{'SEX': 1, 'EDUCATION': 3, 'MARRIAGE': 0, 'LIMIT_BAL': 50000, 'AGE': 50, 'PAY_0': 0, 'PAY_2': 0, 'PAY_3': 0, 'PAY_4': 0, 'PAY_5': 0, 'PAY_6': 0, 'BILL_AMT1': 9404, 'BILL_AMT2': 10745, 'BILL_AMT3': 12058, 'BILL_AMT4': 13256, 'BILL_AMT5': 14437, 'BILL_AMT6': 16985, 'PAY_AMT1': 1500, 'PAY_AMT2': 1500, 'PAY_AMT3': 1400, 'PAY_AMT4': 1400, 'PAY_AMT5': 2800, 'PAY_AMT6': 0}",0.5720118284225464,False
6847,0.6009303,"{'LIMIT_BAL': -0.12999999523162842, 'AGE': -0.029999999329447746, 'PAY_0': 0.9300000071525574, 'PAY_2': -0.10999999940395355, 'PAY_3': -0.12999999523162842, 'PAY_4': -0.03999999910593033, 'PAY_5': -0.05000000074505806, 'PAY_6': -0.03999999910593033, 'BILL_AMT1': 0.05999999865889549, 'BILL_AMT2': -0.05999999865889549, 'BILL_AMT3': -0.09000000357627869, 'BILL_AMT4': -0.009999999776482582, 'BILL_AMT5': -0.029999999329447746, 'BILL_AMT6': 0.0, 'PAY_AMT1': 0.029999999329447746, 'PAY_AMT2': 0.09000000357627869, 'PAY_AMT3': 0.03999999910593033, 'PAY_AMT4': -0.029999999329447746, 'PAY_AMT5': -0.0, 'PAY_AMT6': 0.03999999910593033, 'SEX_1': -0.009999999776482582, 'SEX_2': -0.0, 'EDUCATION_1': -0.009999999776482582, 'EDUCATION_2': -0.009999999776482582, 'EDUCATION_3': -0.0, 'EDUCATION_4': 0.0, 'MARRIAGE_1': -0.0, 'MARRIAGE_2': -0.009999999776482582, 'MARRIAGE_3': 0.0, 'MARRIAGE_4': 0.0}","{'SEX': 2, 'EDUCATION': 1, 'MARRIAGE': 2, 'LIMIT_BAL': 230000, 'AGE': 26, 'PAY_0': 2, 'PAY_2': -1, 'PAY_3': -1, 'PAY_4': -1, 'PAY_5': -1, 'PAY_6': 0, 'BILL_AMT1': 363, 'BILL_AMT2': 363, 'BILL_AMT3': 363, 'BILL_AMT4': 372, 'BILL_AMT5': 1971, 'BILL_AMT6': 2566, 'PAY_AMT1': 363, 'PAY_AMT2': 363, 'PAY_AMT3': 372, 'PAY_AMT4': 1971, 'PAY_AMT5': 1000, 'PAY_AMT6': 865}",0.5720118284225464,True
27092,0.7162669,"{'LIMIT_BAL': 0.05999999865889549, 'AGE': 0.019999999552965164, 'PAY_0': 1.2899999618530273, 'PAY_2': -0.11999999731779099, 'PAY_3': -0.009999999776482582, 'PAY_4': -0.05999999865889549, 'PAY_5': -0.029999999329447746, 'PAY_6': -0.029999999329447746, 'BILL_AMT1': -0.05000000074505806, 'BILL_AMT2': 0.009999999776482582, 'BILL_AMT3': 0.0, 'BILL_AMT4': -0.0, 'BILL_AMT5': 0.0, 'BILL_AMT6': 0.019999999552965164, 'PAY_AMT1': -0.029999999329447746, 'PAY_AMT2': -0.05000000074505806, 'PAY_AMT3': -0.03999999910593033, 'PAY_AMT4': -0.009999999776482582, 'PAY_AMT5': -0.019999999552965164, 'PAY_AMT6': -0.019999999552965164, 'SEX_1': 0.009999999776482582, 'SEX_2': 0.029999999329447746, 'EDUCATION_1': 0.009999999776482582, 'EDUCATION_2': -0.009999999776482582, 'EDUCATION_3': 0.009999999776482582, 'EDUCATION_4': 0.0, 'MARRIAGE_1': -0.009999999776482582, 'MARRIAGE_2': -0.029999999329447746, 'MARRIAGE_3': 0.0, 'MARRIAGE_4': 0.0}","{'SEX': 1, 'EDUCATION': 3, 'MARRIAGE': 2, 'LIMIT_BAL': 80000, 'AGE': 46, 'PAY_0': 2, 'PAY_2': 0, 'PAY_3': 0, 'PAY_4': 0, 'PAY_5': 0, 'PAY_6': 0, 'BILL_AMT1': 77142, 'BILL_AMT2': 78255, 'BILL_AMT3': 79425, 'BILL_AMT4': 70583, 'BILL_AMT5': 48308, 'BILL_AMT6': 46049, 'PAY_AMT1': 3000, 'PAY_AMT2': 3055, 'PAY_AMT3': 3047, 'PAY_AMT4': 1663, 'PAY_AMT5': 1692, 'PAY_AMT6': 1618}",0.5720118284225464,True
1355,0.4472357,"{'LIMIT_BAL': 0.20000000298023224, 'AGE': -0.019999999552965164, 'PAY_0': -0.23999999463558197, 'PAY_2': -0.12999999523162842, 'PAY_3': -0.019999999552965164, 'PAY_4': -0.05999999865889549, 'PAY_5': -0.029999999329447746, 'PAY_6': -0.019999999552965164, 'BILL_AMT1': -0.029999999329447746, 'BILL_AMT2': -0.019999999552965164, 'BILL_AMT3': 0.019999999552965164, 'BILL_AMT4': -0.009999999776482582, 'BILL_AMT5': -0.05999999865889549, 'BILL_AMT6': -0.019999999552965164, 'PAY_AMT1': 0.019999999552965164, 'PAY_AMT2': 0.03999999910593033, 'PAY_AMT3': 0.019999999552965164, 'PAY_AMT4': 0.12999999523162842, 'PAY_AMT5': 0.009999999776482582, 'PAY_AMT6': -0.03999999910593033, 'SEX_1': -0.009999999776482582, 'SEX_2': -0.029999999329447746, 'EDUCATION_1': 0.009999999776482582, 'EDUCATION_2': 0.019999999552965164, 'EDUCATION_3': -0.0, 'EDUCATION_4': 0.0, 'MARRIAGE_1': 0.019999999552965164, 'MARRIAGE_2': 0.03999999910593033, 'MARRIAGE_3': -0.0, 'MARRIAGE_4': 0.0}","{'SEX': 2, 'EDUCATION': 2, 'MARRIAGE': 1, 'LIMIT_BAL': 50000, 'AGE': 27, 'PAY_0': 0, 'PAY_2': 0, 'PAY_3': 0, 'PAY_4': 0, 'PAY_5': 0, 'PAY_6': 0, 'BILL_AMT1': 9877, 'BILL_AMT2': 10800, 'BILL_AMT3': 5921, 'BILL_AMT4': 6042, 'BILL_AMT5': 4012, 'BILL_AMT6': 0, 'PAY_AMT1': 1140, 'PAY_AMT2': 1000, 'PAY_AMT3': 121, 'PAY_AMT4': 0, 'PAY_AMT5': 0, 'PAY_AMT6': 10620}",0.5720118284225464,False
21244,0.29606912,"{'LIMIT_BAL': -0.15000000596046448, 'AGE': 0.0, 'PAY_0': -0.2199999988079071, 'PAY_2': -0.17000000178813934, 'PAY_3': -0.03999999910593033, 'PAY_4': -0.07000000029802322, 'PAY_5': -0.05000000074505806, 'PAY_6': -0.03999999910593033, 'BILL_AMT1': 0.029999999329447746, 'BILL_AMT2': 0.11999999731779099, 'BILL_AMT3': 0.05000000074505806, 'BILL_AMT4': 0.019999999552965164, 'BILL_AMT5': 0.009999999776482582, 'BILL_AMT6': -0.0, 'PAY_AMT1': -0.18000000715255737, 'PAY_AMT2': -0.10999999940395355, 'PAY_AMT3': -0.10999999940395355, 'PAY_AMT4': -0.05999999865889549, 'PAY_AMT5': -0.0, 'PAY_AMT6': -0.019999999552965164, 'SEX_1': 0.029999999329447746, 'SEX_2': 0.03999999910593033, 'EDUCATION_1': 0.009999999776482582, 'EDUCATION_2': 0.019999999552965164, 'EDUCATION_3': -0.0, 'EDUCATION_4': 0.0, 'MARRIAGE_1': 0.009999999776482582, 'MARRIAGE_2': 0.03999999910593033, 'MARRIAGE_3': -0.0, 'MARRIAGE_4': 0.0}","{'SEX': 1, 'EDUCATION': 2, 'MARRIAGE': 1, 'LIMIT_BAL': 190000, 'AGE': 48, 'PAY_0': 0, 'PAY_2': -1, 'PAY_3': 0, 'PAY_4': 0, 'PAY_5': 0, 'PAY_6': 0, 'BILL_AMT1': 6450, 'BILL_AMT2': 189102, 'BILL_AMT3': 189018, 'BILL_AMT4': 175871, 'BILL_AMT5': 157218, 'BILL_AMT6': 151618, 'PAY_AMT1': 189717, 'PAY_AMT2': 7779, 'PAY_AMT3': 6092, 'PAY_AMT4': 5018, 'PAY_AMT5': 6168, 'PAY_AMT6': 1218}",0.5720118284225464,False
